0056 元大高股息--201502-202502,,,,,,,,
,,,,,,,,
年月,標的碼,標的名稱,投資股數(千股),投資比率％,投資金額(千元),持股數/流通在外股數%,個股月報酬率％,ISIN
2024/06,M1600,電器電纜,,2.02,"6,020,905",,0.7208,
2024/06,M2000,鋼鐵工業,,2.09,"6,229,550",,-1.8163,
2024/06,M2100,橡膠工業,,2.4,"7,153,551",,-11.6791,
2024/06,M2200,汽車工業,,1,"2,980,646",,-0.4413,
2024/06,M2300,電子工業,,65.97,"196,633,227",,12.1206,
2024/06,M2500,建材營造,,0.94,"2,801,807",,-1.0582,
2024/06,M2800,金融業(合計),,11.32,"33,740,914",,4.3641,
2024/06,M2900,貿易百貨,,0.99,"2,950,840",,0.9907,
2024/06,M9900,其他,,2.23,"6,646,841",,1.3954,
2024/06,MTSE,國內上市,,97.45,"290,463,968",,8.7752,
2024/06,TT99,基金總規模,,,"298,064,615",,,
2024/05,2105,正新,"131,637",2.77,"8,003,518",4.06,28.95,TW0002105004
2024/05,2303,聯電,"148,618",2.83,"8,173,988",1.19,8.4813,TW0002303005
2024/05,2317,鴻海,"57,942",3.45,"9,966,008",0.42,10.2563,TW0002317005
2024/05,2353,宏碁,"148,084",2.71,"7,833,639",4.86,17.1653,TW0002353000
2024/05,2357,華碩,"15,738",2.79,"8,073,657",2.12,19.3023,TW0002357001
2024/05,2454,聯發科,"7,532",3.22,"9,301,826",0.47,24.496,TW0002454006
2024/05,2891,中信金,"223,270",2.73,"7,903,751",1.14,3.8124,TW0002891009
2024/05,3034,聯詠,"15,516",3.18,"9,200,724",2.55,-4.0455,TW0003034005
2024/05,3711,日月光投控,"48,735",2.65,"7,651,339",1.11,6.0811,TW0003711008
2024/05,4938,和碩,"81,507",2.99,"8,639,706",3.06,8.4954,TW0004938006
2024/05,M2100,橡膠工業,,2.77,"8,003,518",,15.0473,
2024/05,M2300,電子工業,,23.81,"68,840,888",,4.9547,
2024/05,M2800,金融業(合計),,2.73,"7,903,751",,3.7046,
2024/05,MTSE,國內上市,,29.31,"84,748,158",,3.8128,
2024/05,TT99,基金總規模,,,"289,164,105",,,
2024/04,2303,聯電,"150,157",2.73,"7,612,966",1.2,-2.8735,TW0002303005
2024/04,2317,鴻海,"58,300",3.26,"9,094,866",0.42,3.9999,TW0002317005
